sa.osmwayid,sa.osmstartnodeid,sa.osmendnodeid,geojson,sa.hour,sum_speed,total_records,avg_speed
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",4,119869.83193554275,2490,48.14
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",17,125305.70296077857,3309,37.87
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",21,213787.34582885948,4851,44.07
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",0,837.2311728979764,40,20.93
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",13,726.9938554378747,43,16.91
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",8,167.82094347783416,3,55.94
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",17,1405.1732747022213,69,20.36
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",12,34.29486864379187,3,11.43
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",19,93.40484612969568,1,93.4
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",20,97.1996978278178,2,48.6
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",2,116832.24619582297,3182,36.72
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",3,90875.08002451016,2652,34.27
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",0,277831.00230335275,6422,43.26
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",2,172423.78691660613,3855,44.73
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",5,57510.71890232529,1779,32.33
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",17,87533.9587371773,2811,31.14
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",14,70513.36284818083,1868,37.75
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",18,119780.48983554896,3583,33.43
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",15,80949.42767726949,2137,37.88
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",19,131758.60816396508,3781,34.85
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",16,101587.69878403522,2754,36.89
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",20,93194.4881231875,3289,28.34
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",17,135438.04964385598,3601,37.61
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",21,129710.45918417271,4263,30.43
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",18,172750.17207891677,4477,38.59
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",1,812.0504123862356,41,19.81
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",3,10472.853758981166,309,33.89
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",8,61949.78472959903,1870,33.13
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",6,53.84643127356781,4,13.46
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",7,294.7913806307425,19,15.52
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",9,51619.596475839324,1557,33.15
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",9,228.27494997933175,25,9.13
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",11,35934.893280210235,1103,32.58
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",15,40277.58749154503,1127,35.74
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",13,242.77998632472662,25,9.71
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",18,64622.40796019806,1845,35.03
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",16,1108.2531864089221,92,12.05
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",7,59261.31711528162,1739,34.08
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",1,96174.93731773943,2361,40.73
46583484,42442575,42437142,"{""type"":""LineString"",""coordinates"":[[-73.9615414,40.8061332],[-73.961103,40.8067337],[-73.9610357,40.8068259]]}",9,76951.49789991046,2314,33.25
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",9,65340.359086708595,1845,35.41
5672656,42428814,561035335,"{""type"":""LineString"",""coordinates"":[[-73.9649464,40.8067455],[-73.9648794,40.8067174],[-73.964761,40.8066676]]}",6,2657.1751910784333,157,16.92
195743139,561035335,627905367,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9643043,40.8073074]]}",12,29993.320171287294,846,35.45
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",7,10328.776846918612,475,21.74
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",17,778.7619526270474,82,9.5
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",19,50000.362945951194,1414,35.36
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",21,84360.51604283266,2308,36.55
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",18,17262.038441608765,772,22.36
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",2,14247.942069960945,398,35.8
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",0,398.21635695166805,25,15.93
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",12,52335.90510555021,1454,35.99
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",16,20874.193313794178,1018,20.51
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",6,65003.03052238407,1397,46.53
455675302,1504153604,1506591536,"{""type"":""LineString"",""coordinates"":[[-73.9620178,40.8104995],[-73.9620715,40.810521],[-73.9621944,40.8105701]]}",0,24810.43840669242,932,26.62
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",22,98223.10555830994,2651,37.05
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",19,16916.8527611922,654,25.87
5672656,42428814,561035335,"{""type"":""LineString"",""coordinates"":[[-73.9649464,40.8067455],[-73.9648794,40.8067174],[-73.964761,40.8066676]]}",9,6803.365287158451,432,15.75
195743139,561035335,627905367,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9643043,40.8073074]]}",15,36221.332183533115,1022,35.44
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",17,82742.36532824402,2710,30.53
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",23,28.760311911200198,3,9.59
195743139,561035335,627905367,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9643043,40.8073074]]}",4,22720.48499209921,536,42.39
524569306,627905367,1506445762,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9638845,40.8078954],[-73.9638152,40.8079924]]}",14,11280.301732101992,277,40.72
455675302,1504153604,1506591536,"{""type"":""LineString"",""coordinates"":[[-73.9620178,40.8104995],[-73.9620715,40.810521],[-73.9621944,40.8105701]]}",15,23611.371611039365,1030,22.92
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",19,103572.83962021553,3820,27.11
5672656,42428814,561035335,"{""type"":""LineString"",""coordinates"":[[-73.9649464,40.8067455],[-73.9648794,40.8067174],[-73.964761,40.8066676]]}",23,2571.778842933781,168,15.31
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",6,60942.70574896187,1388,43.91
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",9,34700.92870793015,1712,20.27
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",5,65069.3631561669,1810,35.95
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",11,12688.851127401971,576,22.03
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",1,243495.26130500215,5191,46.91
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",19,162579.98860485395,4104,39.62
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",19,67399.71274414046,2131,31.63
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",20,155909.6997307778,3690,42.25
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",11,444.1393354223548,23,19.31
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",13,33745.89863002147,1007,33.51
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",14,34627.33207161824,1011,34.25
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",12,299.64635600914374,29,10.33
195743139,561035335,627905367,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9643043,40.8073074]]}",2,35169.150129763955,884,39.78
5672656,42428814,561035335,"{""type"":""LineString"",""coordinates"":[[-73.9649464,40.8067455],[-73.9648794,40.8067174],[-73.964761,40.8066676]]}",22,2851.9475954319387,184,15.5
46583484,42442575,42437142,"{""type"":""LineString"",""coordinates"":[[-73.9615414,40.8061332],[-73.961103,40.8067337],[-73.9610357,40.8068259]]}",7,76418.89054885457,1873,40.8
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",1,7713.848559666709,323,23.88
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",4,47298.43732860907,1109,42.65
46583484,42442575,42437142,"{""type"":""LineString"",""coordinates"":[[-73.9615414,40.8061332],[-73.961103,40.8067337],[-73.9610357,40.8068259]]}",12,53198.65554306475,1617,32.9
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",19,75459.83867254911,2077,36.33
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",16,14534.464174455152,649,22.4
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",20,63432.0418061518,1844,34.4
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",17,14008.964661356304,704,19.9
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",17,111990.51131715887,3010,37.21
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",18,144909.12030956234,3752,38.62
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",19,154947.72928995578,3910,39.63
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",20,145171.78374144027,3481,41.7
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",6,47649.76216942849,1405,33.91
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",15,41934.31446455978,1862,22.52
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",3,10556.737435774581,382,27.64
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",20,52407.89816763055,1683,31.14
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",6,10306.984532827391,359,28.71
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",12,57533.53562471232,1638,35.12
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",22,38030.44190625138,1453,26.17
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",15,78230.13779775868,2029,38.56
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",16,96473.86358620122,2578,37.42
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",2,532.0418108817287,23,23.13
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",15,190.07748551709574,3,63.36
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",20,997.2537290921553,53,18.82
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",22,131.4816391714923,4,32.87
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",8,99324.762708979,2557,38.84
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",11,39955.51364299824,1285,31.09
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",12,44572.989236616806,1408,31.66
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",9,88122.88857476393,2407,36.61
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",14,46456.9995515355,1488,31.22
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",11,60238.94289779429,1667,36.14
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",12,62922.31292872786,1746,36.04
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",15,54740.86943290446,1754,31.21
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",10,46855.45558763582,1372,34.15
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",8,305.1788700069521,23,13.27
195743139,561035335,627905367,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9643043,40.8073074]]}",7,15880.455790716042,462,34.37
5672656,42428814,561035335,"{""type"":""LineString"",""coordinates"":[[-73.9649464,40.8067455],[-73.9648794,40.8067174],[-73.964761,40.8066676]]}",1,1381.9791271327947,80,17.27
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",1,251190.15636784106,5674,44.27
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",4,79078.34423029433,2395,33.02
196117064,1504153626,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9592062,40.8093313],[-73.9594918,40.8094549],[-73.9603274,40.8098142],[-73.9615733,40.810319],[-73.9620178,40.8104995]]}",4,3000.4317844834427,120,25.0
46583484,42442575,42437142,"{""type"":""LineString"",""coordinates"":[[-73.9615414,40.8061332],[-73.961103,40.8067337],[-73.9610357,40.8068259]]}",15,70127.4191987609,2035,34.46
46583484,1506445711,42442575,"{""type"":""LineString"",""coordinates"":[[-73.9619961,40.8055105],[-73.9615414,40.8061332]]}",7,29848.534503564217,726,41.11
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",21,201009.904890318,4527,44.4
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",0,7522.259309340481,295,25.5
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",22,237863.64859559367,5241,45.39
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",1,8075.89894869179,218,37.05
327917960,3347295528,42442577,"{""type"":""LineString"",""coordinates"":[[-73.9605114,40.8075439],[-73.9604349,40.8076486],[-73.9600943,40.8081151]]}",23,254145.82224314287,5499,46.22
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",2,4597.964141949411,120,38.32
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",3,3126.6238068613084,88,35.53
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",4,3975.497730900263,107,37.15
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",5,5474.154821157089,142,38.55
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",6,13165.29269739981,345,38.16
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",7,18132.48383026891,512,35.42
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",1,122675.42137099696,4691,26.15
524569322,42428833,42428814,"{""type"":""LineString"",""coordinates"":[[-73.9644822,40.8073825],[-73.9649464,40.8067455]]}",21,12272.198954203692,530,23.16
327917960,42442578,1504153626,"{""type"":""LineString"",""coordinates"":[[-73.9596325,40.8087475],[-73.9592062,40.8093313]]}",4,87711.55665083803,2411,36.38
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",4,11375.801477123281,383,29.7
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",6,39228.52638260724,1056,37.15
402097157,470209120,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9639998,40.8080666],[-73.9644822,40.8073825]]}",12,40776.73241547361,1432,28.48
327917961,3347295531,3347295528,"{""type"":""LineString"",""coordinates"":[[-73.9608452,40.8070867],[-73.9605114,40.8075439]]}",5,88490.88373109045,1858,47.63
402097156,1506445762,1504153604,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9637536,40.8080783],[-73.9632294,40.8088095],[-73.9620178,40.8104995]]}",15,17369.18035302755,812,21.39
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",18,1346.6764460126294,66,20.4
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",13,225.73202555107187,5,45.15
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",17,145.83903210528524,4,36.46
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",22,857.0300186826604,44,19.48
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",21,143.2943308638631,4,35.82
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",8,62823.869619812016,1927,32.6
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",5,94461.81921056886,2028,46.58
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",9,49462.22283063113,1674,29.55
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",6,68588.07673396937,1501,45.69
